Motor count, pos radians, vel est, accel est, U of t, raw adc, amplified adc
-1, -0.00076699, 0.000204321, 0.0181719, 5000, 97, 372
-1, -0.00076699, -0.00137997, -0.110551, 5000, 95, 371
-1, -0.00076699, -0.00252948, -0.0547026, 5000, 93, 375
-1, -0.00076699, -0.00346022, -0.043938, 5000, 80, 370
-1, -0.00076699, -0.00419028, -0.033171, 5000, 89, 380
-1, -0.00076699, -0.00475975, -0.0281621, 5000, 89, 381
-1, -0.00076699, -0.00519999, -0.0262902, 5000, 92, 379
-1, -0.00076699, -0.00553854, -0.0267308, 5000, 93, 374
-1, -0.00076699, -0.00579902, -0.0286729, 5000, 94, 360
-2, -0.00153398, -0.0378237, -1.35184, 5000, 94, 359
-2, -0.00153398, 0.00344292, 2.08245, 5000, 94, 367
-2, -0.00153398, -0.00519608, -0.864552, 5000, 94, 365
-2, -0.00153398, -0.00621493, -0.0241417, 5000, 92, 376
-2, -0.00153398, -0.00791524, -0.156529, 5000, 89, 380
-2, -0.00153398, -0.00918407, -0.104248, 5000, 89, 382
-2, -0.00153398, -0.0102438, -0.0969376, 5000, 90, 376
-2, -0.00153398, -0.0111174, -0.089528, 5000, 91, 375
-2, -0.00153398, -0.0118489, -0.0878119, 5000, 92, 364
-2, -0.00153398, -0.0124722, -0.0892111, 5000, 93, 357
-2, -0.00153398, -0.0130166, -0.092949, 5000, 93, 360
-2, -0.00153398, -0.013507, -0.0982631, 5000, 92, 387
-2, -0.00153398, -0.0139637, -0.104634, 5000, 91, 364
-2, -0.00153398, -0.014404, -0.111694, 5000, 88, 374
-2, -0.00153398, -0.0148415, -0.119199, 5000, 88, 376
-2, -0.00153398, -0.0152875, -0.126997, 5000, 89, 375
-3, -0.00230097, -0.0475726, -1.45529, 5000, 90, 352
-3, -0.00230097, -0.00663115, 1.97422, 5000, 91, 352
-3, -0.00230097, -0.0156504, -0.977491, 5000, 92, 355
-3, -0.00230097, -0.0170961, -0.141923, 5000, 92, 356
-3, -0.00230097, -0.0192622, -0.27943, 5000, 91, 364
-3, -0.00230097, -0.0210287, -0.232639, 5000, 90, 366
-3, -0.00230097, -0.0226118, -0.23125, 5000, 88, 366
-3, -0.00230097, -0.0240291, -0.230217, 5000, 88, 375
-4, -0.00306796, -0.0571416, -1.55563, 5000, 88, 370
-4, -0.00306796, -0.0169065, 1.87337, 5000, 89, 371
-4, -0.00306796, -0.026532, -1.08143, 5000, 91, 377
-4, -0.00306796, -0.0285018, -0.250746, 5000, 91, 353
-4, -0.00306796, -0.0311254, -0.394327, 5000, 91, 349
-4, -0.00306796, -0.0332965, -0.35436, 5000, 90, 345
-4, -0.00306796, -0.0352429, -0.360223, 5000, 89, 357
-4, -0.00306796, -0.0369921, -0.366644, 5000, 84, 364
-4, -0.00306796, -0.0385916, -0.379272, 5000, 86, 364
-4, -0.00306796, -0.0400783, -0.395426, 5000, 87, 370
-4, -0.00306796, -0.0414837, -0.414258, 5000, 88, 368
-5, -0.00383495, -0.0746563, -1.75525, 5000, 89, 358
-5, -0.00383495, -0.0345453, 1.66041, 5000, 91, 357
-5, -0.00383495, -0.0443511, -1.30592, 5000, 92, 356
-5, -0.00383495, -0.0465503, -0.485485, 5000, 93, 359
-5, -0.00383495, -0.0494461, -0.638452, 5000, 92, 366
-5, -0.00383495, -0.0519263, -0.607337, 5000, 81, 374
-5, -0.00383495, -0.0542134, -0.621774, 5000, 90, 376
-5, -0.00383495, -0.0563301, -0.636695, 5000, 90, 384
-5, -0.00383495, -0.0583195, -0.6579, 5000, 91, 382
-5, -0.00383495, -0.0602146, -0.682819, 5000, 92, 379
-5, -0.00383495, -0.0620435, -0.710688, 5000, 94, 367
-5, -0.00383495, -0.0638294, -0.740752, 5000, 95, 371
-6, -0.00460194, -0.0974134, -2.09279, 5000, 96, 372
-6, -0.00460194, -0.0577382, 1.31183, 5000, 95, 375
-6, -0.00460194, -0.0679986, -1.66569, 5000, 113, 382
-6, -0.00460194, -0.0706661, -0.856665, 5000, 92, 391
-6, -0.00460194, -0.0740397, -1.02134, 5000, 92, 394
-6, -0.00460194, -0.0770034, -1.00227, 5000, 93, 393
-6, -0.00460194, -0.0797764, -1.0291, 5000, 96, 380
-6, -0.00460194, -0.0823787, -1.05677, 5000, 97, 380
-7, -0.00536893, -0.116673, -2.41135, 5000, 98, 378
-7, -0.00536893, -0.077618, 0.987999, 5000, 98, 388
-7, -0.00536893, -0.0884224, -1.99695, 5000, 96, 387
-7, -0.00536893, -0.0915703, -1.1969, 5000, 95, 393
-7, -0.00536893, -0.0953713, -1.37165, 5000, 94, 399
-7, -0.00536893, -0.0987189, -1.36339, 5000, 92, 399
-7, -0.00536893, -0.10184, -1.40151, 5000, 95, 391
-7, -0.00536893, -0.104763, -1.44075, 5000, 97, 389
-8, -0.00613592, -0.139354, -2.80707, 5000, 98, 381
-8, -0.00613592, -0.100579, 0.580479, 5000, 99, 382
-8, -0.00613592, -0.11165, -2.41628, 5000, 99, 389
-8, -0.00613592, -0.115054, -1.62802, 5000, 97, 395
-8, -0.00613592, -0.119104, -1.81451, 5000, 96, 396
-8, -0.00613592, -0.122695, -1.81797, 5000, 95, 405
-8, -0.00613592, -0.126057, -1.86777, 5000, 103, 407
-9, -0.00690291, -0.16104, -3.23898, 5000, 97, 403
-9, -0.00690291, -0.122619, 0.140999, 5000, 99, 400
-9, -0.00690291, -0.134013, -2.86419, 5000, 100, 393
-9, -0.00690291, -0.137715, -2.08522, 5000, 101, 385
-9, -0.00690291, -0.142043, -2.2816, 5000, 101, 395
-9, -0.00690291, -0.145895, -2.2954, 5000, 99, 397
-9, -0.00690291, -0.149505, -2.35588, 5000, 99, 406
-9, -0.00690291, -0.152903, -2.41772, 5000, 98, 415
-10, -0.0076699, -0.18796, -3.80681, 5000, 98, 416
-10, -0.0076699, -0.149644, -0.442194, 5000, 100, 413
-10, -0.0076699, -0.161167, -3.46201, 5000, 101, 411
-10, -0.0076699, -0.16502, -2.69695, 5000, 103, 408
-10, -0.0076699, -0.169514, -2.90676, 5000, 104, 397
-10, -0.0076699, -0.173545, -2.93364, 5000, 104, 406
-10, -0.0076699, -0.177344, -3.007, 5000, 103, 411
-10, -0.0076699, -0.180936, -3.08159, 5000, 102, 419
-11, -0.00843689, -0.216192, -4.48336, 5000, 101, 424
-11, -0.00843689, -0.178074, -1.1314, 5000, 100, 424
-11, -0.00843689, -0.189795, -4.16389, 5000, 100, 423
-11, -0.00843689, -0.19384, -3.4115, 5000, 101, 416
-12, -0.00920388, -0.230345, -4.95429, 5000, 102, 407
-12, -0.00920388, -0.193129, -1.55619, 5000, 102, 398
-12, -0.00920388, -0.205604, -4.58562, 5000, 102, 398
-12, -0.00920388, -0.210257, -3.82879, 5000, 101, 399
-12, -0.00920388, -0.215427, -4.05168, 5000, 99, 405
-12, -0.00920388, -0.220026, -4.09419, 5000, 97, 406
-12, -0.00920388, -0.224302, -4.18513, 5000, 96, 410
-12, -0.00920388, -0.228294, -4.27857, 5000, 96, 406
-13, -0.00997088, -0.263883, -5.70001, 5000, 97, 405
-13, -0.00997088, -0.226044, -2.36814, 5000, 98, 387
-13, -0.00997088, -0.237998, -5.42088, 5000, 98, 386
-13, -0.00997088, -0.242238, -4.68872, 5000, 97, 353
-14, -0.0107379, -0.278904, -6.25155, 5000, 96, 381
-14, -0.0107379, -0.241823, -2.87323, 5000, 94, 381
-14, -0.0107379, -0.254409, -5.92209, 5000, 92, 381
-14, -0.0107379, -0.259154, -5.18434, 5000, 91, 381
-14, -0.0107379, -0.264399, -5.42591, 5000, 91, 389
-14, -0.0107379, -0.269059, -5.48672, 5000, 93, 386
-14, -0.0107379, -0.273382, -5.59555, 5000, 96, 379
-14, -0.0107379, -0.27741, -5.70652, 5000, 97, 379
-15, -0.0115049, -0.313025, -7.14511, 5000, 98, 378
-15, -0.0115049, -0.275201, -3.83003, 5000, 98, 384
-15, -0.0115049, -0.28716, -6.8992, 5000, 97, 392
-15, -0.0115049, -0.291396, -6.18311, 5000, 96, 392
-16, -0.0122718, -0.328048, -7.76168, 5000, 95, 403
-16, -0.0122718, -0.290943, -4.39875, 5000, 94, 403
-16, -0.0122718, -0.303494, -7.46265, 5000, 95, 397
-16, -0.0122718, -0.308194, -6.73958, 5000, 96, 390
-16, -0.0122718, -0.313382, -6.99547, 5000, 97, 382
-16, -0.0122718, -0.317975, -7.07022, 5000, 97, 375
-16, -0.0122718, -0.322218, -7.1926, 5000, 96, 374
-16, -0.0122718, -0.326153, -7.3167, 5000, 95, 379
-17, -0.0130388, -0.361663, -8.768, 5000, 93, 384
-17, -0.0130388, -0.323721, -5.46518, 5000, 91, 382
-17, -0.0130388, -0.335547, -8.54615, 5000, 89, 387
-17, -0.0130388, -0.339636, -7.84137, 5000, 91, 372
-17, -0.0130388, -0.344304, -8.11044, 5000, 95, 375
-17, -0.0130388, -0.348451, -8.19546, 5000, 97, 375
-17, -0.0130388, -0.352307, -8.32571, 5000, 98, 374
-18, -0.0138058, -0.387725, -9.77617, 5000, 97, 375
-18, -0.0138058, -0.349679, -6.47417, 5000, 97, 420
-18, -0.0138058, -0.361388, -9.55602, 5000, 95, 401
-19, -0.0145728, -0.397168, -10.1726, 5000, 94, 396
-19, -0.0145728, -0.360262, -7.00509, 5000, 95, 395
-19, -0.0145728, -0.37275, -10.0345, 5000, 96, 390
-19, -0.0145728, -0.377325, -9.3216, 5000, 98, 386
-20, -0.0153398, -0.414132, -10.9015, 5000, 99, 380
-20, -0.0153398, -0.377024, -7.54412, 5000, 98, 384
-20, -0.0153398, -0.389437, -10.6153, 5000, 97, 390
-20, -0.0153398, -0.393881, -9.90058, 5000, 95, 396
-20, -0.0153398, -0.398713, -10.1651, 5000, 94, 399
-20, -0.0153398, -0.402864, -10.2481, 5000, 94, 392
-20, -0.0153398, -0.406592, -10.3781, 5000, 94, 377
-20, -0.0153398, -0.409951, -10.5088, 5000, 96, 389
-21, -0.0161068, -0.444832, -11.9654, 5000, 97, 376
-21, -0.0161068, -0.406216, -8.6664, 5000, 97, 369
-21, -0.0161068, -0.417332, -11.7497, 5000, 98, 376
-21, -0.0161068, -0.42068, -11.0456, 5000, 100, 396
-22, -0.0168738, -0.456404, -12.6341, 5000, 101, 404
-22, -0.0168738, -0.418335, -9.27877, 5000, 103, 428
-22, -0.0168738, -0.429889, -12.3481, 5000, 105, 470
-22, -0.0168738, -0.433562, -11.6282, 5000, 107, 451
-23, -0.0176408, -0.469518, -13.2053, 5000, 109, 451
-23, -0.0176408, -0.431602, -9.84098, 5000, 112, 448
-23, -0.0176408, -0.443244, -12.9031, 5000, 114, 447
-23, -0.0176408, -0.44695, -12.1772, 5000, 116, 451
-23, -0.0176408, -0.451073, -12.4288, 5000, 117, 461
-23, -0.0176408, -0.454538, -12.4974, 5000, 117, 476
-23, -0.0176408, -0.457601, -12.6115, 5000, 118, 491
-23, -0.0176408, -0.460311, -12.7251, 5000, 120, 510
-24, -0.0184078, -0.494558, -14.1634, 5000, 122, 516
-24, -0.0184078, -0.455319, -10.845, 5000, 125, 513
-24, -0.0184078, -0.46582, -13.9078, 5000, 127, 511
-24, -0.0184078, -0.46856, -13.1822, 5000, 129, 509
-25, -0.0191748, -0.50368, -14.7481, 5000, 131, 504
-25, -0.0191748, -0.465009, -11.3692, 5000, 129, 516
-25, -0.0191748, -0.475963, -14.4139, 5000, 128, 525
-25, -0.0191748, -0.479036, -13.6683, 5000, 124, 525
-26, -0.0199418, -0.51439, -15.2186, 5000, 120, 517
-26, -0.0199418, -0.475871, -11.8264, 5000, 119, 499
-26, -0.0199418, -0.486907, -14.8596, 5000, 123, 507
-26, -0.0199418, -0.490005, -14.1036, 5000, 125, 507
-27, -0.0207087, -0.525337, -15.6443, 5000, 127, 500
-27, -0.0207087, -0.486757, -12.2428, 5000, 125, 489
-27, -0.0207087, -0.497704, -15.2668, 5000, 121, 487
-27, -0.0207087, -0.500688, -14.5017, 5000, 117, 480
-27, -0.0207087, -0.504068, -14.7126, 5000, 114, 475
-27, -0.0207087, -0.506774, -14.7392, 5000, 113, 477
-27, -0.0207087, -0.509067, -14.8098, 5000, 113, 476
-27, -0.0207087, -0.510999, -14.8784, 5000, 115, 483
-28, -0.0214757, -0.544461, -16.2701, 5000, 118, 486
-28, -0.0214757, -0.504435, -12.9038, 5000, 123, 486
-28, -0.0214757, -0.514149, -15.9171, 5000, 163, 497
-28, -0.0214757, -0.516103, -15.1406, 5000, 129, 504
-30, -0.0230097, -0.582261, -17.9743, 5000, 128, 512
-30, -0.0230097, -0.501383, -11.104, 5000, 128, 525
-30, -0.0230097, -0.520067, -17.0369, 5000, 127, 534
-30, -0.0230097, -0.52327, -15.3908, 5000, 127, 542
-30, -0.0230097, -0.527626, -15.692, 5000, 128, 534
-30, -0.0230097, -0.530932, -15.6228, 5000, 130, 531
-30, -0.0230097, -0.53365, -15.6419, 5000, 132, 531
-30, -0.0230097, -0.535842, -15.6581, 5000, 135, 534
-31, -0.0237767, -0.569431, -17.0029, 5000, 138, 539
-31, -0.0237767, -0.529423, -13.5922, 5000, 138, 544
-31, -0.0237767, -0.539067, -16.5632, 5000, 137, 561
-31, -0.0237767, -0.54088, -15.7455, 5000, 137, 569
-32, -0.0245437, -0.575024, -17.2185, 5000, 137, 579
-32, -0.0245437, -0.535342, -13.7457, 5000, 138, 577
-32, -0.0245437, -0.545263, -16.6951, 5000, 141, 581
-32, -0.0245437, -0.54729, -15.8526, 5000, 144, 580
-33, -0.0253107, -0.581598, -17.3045, 5000, 146, 582
-33, -0.0253107, -0.542036, -13.8123, 5000, 148, 583
-33, -0.0253107, -0.552042, -16.7439, 5000, 149, 587
-33, -0.0253107, -0.554126, -15.8847, 5000, 145, 588
-34, -0.0260777, -0.588465, -17.3207, 5000, 144, 597
-34, -0.0260777, -0.548916, -13.8132, 5000, 143, 601
-34, -0.0260777, -0.55892, -16.7298, 5000, 143, 595
-34, -0.0260777, -0.560989, -15.8561, 5000, 144, 595
-35, -0.0268447, -0.595306, -17.2776, 5000, 146, 591
-35, -0.0268447, -0.555729, -13.7558, 5000, 148, 582
-35, -0.0268447, -0.565701, -16.6582, 5000, 150, 583
-35, -0.0268447, -0.567737, -15.7702, 5000, 145, 582
-36, -0.0276117, -0.602019, -17.1775, 5000, 143, 583
-36, -0.0276117, -0.562409, -13.6415, 5000, 141, 585
-36, -0.0276117, -0.57235, -16.5297, 5000, 139, 588
-36, -0.0276117, -0.574358, -15.6275, 5000, 137, 575
-37, -0.0283786, -0.608616, -17.0208, 5000, 137, 565
-37, -0.0283786, -0.568985, -13.4707, 5000, 136, 552
-37, -0.0283786, -0.578909, -16.3449, 5000, 137, 543
-37, -0.0283786, -0.580905, -15.4288, 5000, 128, 539
-38, -0.0291456, -0.615156, -16.8082, 5000, 136, 537
-38, -0.0291456, -0.575523, -13.2444, 5000, 134, 543
-38, -0.0291456, -0.58545, -16.1051, 5000, 133, 547
-38, -0.0291456, -0.587453, -15.1756, 5000, 132, 550
-39, -0.0299126, -0.621715, -16.5418, 5000, 132, 557
-39, -0.0299126, -0.582098, -12.9649, 5000, 132, 550
-39, -0.0299126, -0.592045, -15.8127, 5000, 133, 544
-39, -0.0299126, -0.594072, -14.8706, 5000, 135, 542
-40, -0.0306796, -0.628363, -16.2243, 5000, 137, 539
-40, -0.0306796, -0.588777, -12.6353, 5000, 136, 539
-40, -0.0306796, -0.598758, -15.4711, 5000, 134, 539
-40, -0.0306796, -0.600823, -14.5173, 5000, 132, 542
-41, -0.0314466, -0.635154, -15.8596, 5000, 131, 548
-41, -0.0314466, -0.595611, -12.2595, 5000, 130, 548
-41, -0.0314466, -0.605637, -15.0844, 5000, 130, 544
-41, -0.0314466, -0.607749, -14.12, 5000, 131, 536
-42, -0.0322136, -0.642129, -15.452, 5000, 132, 526
-42, -0.0322136, -0.602637, -11.8418, 5000, 133, 520
-42, -0.0322136, -0.612715, -14.6571, 5000, 133, 519
-42, -0.0322136, -0.61488, -13.6832, 5000, 130, 518
-43, -0.0329806, -0.649314, -15.0062, 5000, 130, 531
-43, -0.0329806, -0.609877, -11.3873, 5000, 129, 539
-43, -0.0329806, -0.620011, -14.1941, 5000, 128, 543
-44, -0.0337476, -0.654054, -14.5325, 5000, 129, 536
-44, -0.0337476, -0.615294, -11.0898, 5000, 131, 535
-44, -0.0337476, -0.625845, -13.8445, 5000, 131, 524
-44, -0.0337476, -0.628429, -12.8568, 5000, 132, 521
-45, -0.0345146, -0.663214, -14.1614, 5000, 132, 516
-45, -0.0345146, -0.624075, -10.5278, 5000, 131, 518
-45, -0.0345146, -0.634463, -13.3217, 5000, 129, 521
-45, -0.0345146, -0.636901, -12.3285, 5000, 128, 526
-47, -0.0360485, -0.703402, -14.954, 5000, 128, 524
-47, -0.0360485, -0.622759, -7.881, 5000, 128, 543
-47, -0.0360485, -0.641601, -13.6161, 5000, 130, 540
-47, -0.0360485, -0.644911, -11.7763, 5000, 132, 532
-48, -0.0368155, -0.681166, -13.2075, 5000, 134, 529
-48, -0.0368155, -0.643109, -9.51365, 5000, 135, 532
-48, -0.0368155, -0.654399, -12.2921, 5000, 135, 532
-48, -0.0368155, -0.657573, -11.2832, 5000, 132, 538
-49, -0.0375825, -0.692853, -12.5786, 5000, 129, 536
-49, -0.0375825, -0.654133, -8.93701, 5000, 127, 539
-49, -0.0375825, -0.664882, -11.7253, 5000, 126, 534
-49, -0.0375825, -0.667641, -10.7282, 5000, 126, 487
-50, -0.0383495, -0.702611, -12.031, 5000, 127, 516
-50, -0.0383495, -0.663669, -8.39464, 5000, 128, 507
-50, -0.0383495, -0.674271, -11.1865, 5000, 128, 509
-50, -0.0383495, -0.676945, -10.1921, 5000, 129, 509
-51, -0.0391165, -0.711882, -11.497, 5000, 128, 518
-51, -0.0391165, -0.672949, -7.86251, 5000, 127, 516
-51, -0.0391165, -0.683593, -10.6564, 5000, 127, 531
-51, -0.0391165, -0.686335, -9.66417, 5000, 128, 540
-52, -0.0398835, -0.721359, -10.9717, 5000, 129, 543
-52, -0.0398835, -0.682526, -7.34036, 5000, 131, 538
-52, -0.0398835, -0.69328, -10.1379, 5000, 134, 535
-52, -0.0398835, -0.696137, -9.14989, 5000, 159, 534
-54, -0.0414175, -0.763099, -11.7825, 5000, 136, 534
-54, -0.0414175, -0.682952, -4.71877, 5000, 135, 540
-54, -0.0414175, -0.702321, -10.4655, 5000, 133, 547
-54, -0.0414175, -0.70618, -8.63973, 5000, 132, 553
-55, -0.0421845, -0.743001, -10.0876, 5000, 131, 551
-55, -0.0421845, -0.705521, -6.41298, 5000, 130, 544
-55, -0.0421845, -0.717395, -9.21329, 5000, 131, 539
-55, -0.0421845, -0.721155, -8.22892, 5000, 133, 537
-56, -0.0429515, -0.75702, -9.55143, 5000, 157, 536
-56, -0.0429515, -0.718877, -5.93954, 5000, 139, 541
-56, -0.0429515, -0.730195, -8.76008, 5000, 137, 545
-56, -0.0429515, -0.733509, -7.79772, 5000, 135, 550
-58, -0.0444854, -0.800842, -10.458, 5000, 133, 552
-58, -0.0444854, -0.720995, -3.42345, 5000, 132, 556
-58, -0.0444854, -0.740604, -9.20056, 5000, 133, 557
-58, -0.0444854, -0.744658, -7.40607, 5000, 134, 553
-59, -0.0452524, -0.781638, -8.88596, 5000, 136, 547
-59, -0.0452524, -0.744288, -5.24408, 5000, 182, 542
-59, -0.0452524, -0.756271, -8.07767, 5000, 140, 549
-59, -0.0452524, -0.760124, -7.12715, 5000, 137, 553
-60, -0.0460194, -0.79607, -8.48407, 5000, 138, 555
-60, -0.0460194, -0.758002, -4.90716, 5000, 136, 567
-60, -0.0460194, -0.76939, -7.76325, 5000, 136, 573
-60, -0.0460194, -0.772773, -6.83704, 5000, 136, 575
-62, -0.0475534, -0.840173, -9.53406, 5000, 138, 569
-62, -0.0475534, -0.760394, -2.53697, 5000, 139, 563
-62, -0.0475534, -0.780073, -8.35215, 5000, 140, 553
-62, -0.0475534, -0.784198, -6.5964, 5000, 141, 553
-63, -0.0483204, -0.821251, -8.11569, 5000, 140, 556
-63, -0.0483204, -0.783975, -4.51385, 5000, 139, 554
-63, -0.0483204, -0.796033, -7.38815, 5000, 138, 569
-63, -0.0483204, -0.79996, -6.47895, 5000, 137, 561
-64, -0.0490874, -0.835982, -7.8778, 5000, 137, 576
-64, -0.0490874, -0.797987, -4.34338, 5000, 137, 551
-64, -0.0490874, -0.809447, -7.24249, 5000, 139, 564
-64, -0.0490874, -0.812898, -6.35981, 5000, 140, 556
-66, -0.0506214, -0.880364, -9.1008, 5000, 142, 558
-66, -0.0506214, -0.800645, -2.1481, 5000, 141, 557
-66, -0.0506214, -0.820378, -8.00802, 5000, 139, 582
-66, -0.0506214, -0.824551, -6.29731, 5000, 137, 566
-67, -0.0513884, -0.861645, -7.86189, 5000, 136, 524
-67, -0.0513884, -0.824401, -4.30555, 5000, 136, 572
-67, -0.0513884, -0.836483, -7.22549, 5000, 135, 556
-67, -0.0513884, -0.840426, -6.36204, 5000, 135, 551
-69, -0.0529223, -0.908273, -9.12695, 5000, 136, 539
-69, -0.0529223, -0.828845, -2.20061, 5000, 138, 541
-69, -0.0529223, -0.848791, -8.08877, 5000, 137, 538
-69, -0.0529223, -0.853112, -6.40756, 5000, 136, 545
-70, -0.0536893, -0.890299, -8.00241, 5000, 135, 553
-70, -0.0536893, -0.853105, -4.47674, 5000, 135, 563
-70, -0.0536893, -0.8652, -7.42749, 5000, 135, 571
-70, -0.0536893, -0.869128, -6.59476, 5000, 135, 567
-71, -0.0544563, -0.905116, -8.06988, 5000, 136, 555
-71, -0.0544563, -0.86706, -4.61139, 5000, 138, 555
-71, -0.0544563, -0.878434, -7.58595, 5000, 136, 550
-71, -0.0544563, -0.881778, -6.77814, 5000, 140, 550
-73, -0.0559903, -0.949117, -9.59333, 5000, 137, 545
-73, -0.0559903, -0.869255, -2.7141, 5000, 138, 560
-73, -0.0559903, -0.888831, -8.6467, 5000, 136, 567
-73, -0.0559903, -0.892833, -7.00782, 5000, 135, 572
-74, -0.0567573, -0.929742, -8.64335, 5000, 135, 567
-74, -0.0567573, -0.892302, -5.15701, 5000, 135, 560
-74, -0.0567573, -0.904176, -8.14597, 5000, 137, 548
-74, -0.0567573, -0.907899, -7.3505, 5000, 133, 549
-76, -0.0582913, -0.975516, -10.1823, 5000, 140, 548
-76, -0.0582913, -0.895846, -3.32177, 5000, 138, 551
-76, -0.0582913, -0.91554, -9.27457, 5000, 136, 555
-76, -0.0582913, -0.919598, -7.65676, 5000, 135, 556
-77, -0.0590583, -0.956511, -9.31374, 5000, 134, 566
-77, -0.0590583, -0.919031, -5.8489, 5000, 134, 566
-77, -0.0590583, -0.93083, -8.8591, 5000, 135, 560
-77, -0.0590583, -0.934449, -8.0844, 5000, 137, 553
-79, -0.0605922, -1.00194, -10.9364, 5000, 138, 550
-79, -0.0605922, -0.922123, -4.09521, 5000, 140, 547
-79, -0.0605922, -0.941657, -10.0666, 5000, 139, 545
-79, -0.0605922, -0.945543, -8.46646, 5000, 137, 553
-80, -0.0613592, -0.982277, -10.1402, 5000, 136, 561
-80, -0.0613592, -0.944613, -6.69124, 5000, 135, 569
-80, -0.0613592, -0.956224, -9.71634, 5000, 134, 567
-80, -0.0613592, -0.959653, -8.95562, 5000, 135, 560
-82, -0.0628932, -1.02695, -11.8206, 5000, 136, 552
-82, -0.0628932, -0.946948, -4.99158, 5000, 138, 548
-82, -0.0628932, -0.966294, -10.9741, 5000, 139, 544
-82, -0.0628932, -0.969994, -9.38431, 5000, 138, 540
-83, -0.0636602, -1.00654, -11.0675, 5000, 136, 573
-83, -0.0636602, -0.968699, -7.62697, 5000, 134, 552
-83, -0.0636602, -0.980131, -10.6597, 5000, 134, 561
-83, -0.0636602, -0.983384, -9.90569, 5000, 134, 566
-85, -0.0651942, -1.05051, -12.7765, 5000, 135, 560
-85, -0.0651942, -0.970334, -5.95247, 5000, 138, 557
-85, -0.0651942, -0.989511, -11.9391, 5000, 140, 560
-85, -0.0651942, -0.993044, -10.3525, 5000, 142, 558
-87, -0.0667282, -1.06125, -13.3583, 5000, 142, 557
-87, -0.0667282, -0.981813, -6.4816, 5000, 142, 567
-87, -0.0667282, -1.00159, -12.4583, 5000, 141, 579
-88, -0.0674952, -1.0374, -12.1801, 5000, 140, 602
-88, -0.0674952, -1.00087, -9.10027, 5000, 140, 590
-88, -0.0674952, -1.01305, -12.037, 5000, 140, 585
-88, -0.0674952, -1.01688, -11.2791, 5000, 141, 570
-90, -0.0690291, -1.08442, -14.1355, 5000, 142, 566
-90, -0.0690291, -1.00451, -7.30229, 4999, 142, 556
-90, -0.0690291, -1.02385, -13.2811, 5000, 140, 556
-90, -0.0690291, -1.02745, -11.6875, 5000, 137, 550
